height,time,diff
594872,1568489321,11890594958795.76
594873,1568489477,11890594958795.76
594874,1568490458,11890594958795.76
594875,1568490722,11890594958795.76
594876,1568491215,11890594958795.76
594877,1568491377,11890594958795.76
594878,1568492831,11890594958795.76
594879,1568492863,11890594958795.76
594880,1568494650,11890594958795.76
594881,1568495043,11890594958795.76
594882,1568495154,11890594958795.76
594883,1568496424,11890594958795.76
594884,1568497139,11890594958795.76
594885,1568497386,11890594958795.76
594886,1568497578,11890594958795.76
594887,1568498658,11890594958795.76
594888,1568500399,11890594958795.76
594889,1568500600,11890594958795.76
594890,1568501152,11890594958795.76
594891,1568501654,11890594958795.76
594892,1568502511,11890594958795.76
594893,1568502557,11890594958795.76
594894,1568503158,11890594958795.76
594895,1568503742,11890594958795.76
594896,1568504573,11890594958795.76
594897,1568504593,11890594958795.76
594898,1568505011,11890594958795.76
594899,1568505483,11890594958795.76
594900,1568505949,11890594958795.76
594901,1568508327,11890594958795.76
594902,1568508980,11890594958795.76
594903,1568509015,11890594958795.76
594904,1568510317,11890594958795.76
594905,1568511502,11890594958795.76
594906,1568511821,11890594958795.76
594907,1568512723,11890594958795.76
594908,1568512811,11890594958795.76
594909,1568513734,11890594958795.76
594910,1568514110,11890594958795.76
594911,1568514602,11890594958795.76
594912,1568515150,11890594958795.76
594913,1568515290,11890594958795.76
594914,1568515564,11890594958795.76
594915,1568516236,11890594958795.76
594916,1568516516,11890594958795.76
594917,1568517146,11890594958795.76
594918,1568518823,11890594958795.76
594919,1568519528,11890594958795.76
594920,1568519558,11890594958795.76
594921,1568519829,11890594958795.76
594922,1568520376,11890594958795.76
594923,1568521778,11890594958795.76
594924,1568522150,11890594958795.76
594925,1568522778,11890594958795.76
594926,1568524097,11890594958795.76
594927,1568527654,11890594958795.76
594928,1568527816,11890594958795.76
594929,1568527933,11890594958795.76
594930,1568528442,11890594958795.76
594931,1568530809,11890594958795.76
594932,1568531274,11890594958795.76
594933,1568532291,11890594958795.76
594934,1568532569,11890594958795.76
594935,1568532819,11890594958795.76
594936,1568533799,11890594958795.76
594937,1568533872,11890594958795.76
594938,1568534471,11890594958795.76
594939,1568534578,11890594958795.76
594940,1568535670,11890594958795.76
594941,1568535768,11890594958795.76
594942,1568535892,11890594958795.76
594943,1568537607,11890594958795.76
594944,1568537950,11890594958795.76
594945,1568538148,11890594958795.76
594946,1568538527,11890594958795.76
594947,1568539286,11890594958795.76
594948,1568539965,11890594958795.76
594949,1568540626,11890594958795.76
594950,1568541082,11890594958795.76
594951,1568542052,11890594958795.76
594952,1568542220,11890594958795.76
594953,1568542339,11890594958795.76
594954,1568542585,11890594958795.76
594955,1568542858,11890594958795.76
594956,1568543311,11890594958795.76
594957,1568543371,11890594958795.76
594958,1568544047,11890594958795.76
594959,1568544230,11890594958795.76
594960,1568544251,11890594958795.76
594961,1568545562,11890594958795.76
594962,1568545924,11890594958795.76
594963,1568546104,11890594958795.76
594964,1568546885,11890594958795.76
594965,1568547351,11890594958795.76
594966,1568547417,11890594958795.76
594967,1568550302,11890594958795.76
594968,1568551603,11890594958795.76
594969,1568552005,11890594958795.76
594970,1568552486,11890594958795.76
594971,1568554567,11890594958795.76
594972,1568555537,11890594958795.76
594973,1568555953,11890594958795.76
594974,1568555982,11890594958795.76
594975,1568556971,11890594958795.76
594976,1568558554,11890594958795.76
594977,1568558712,11890594958795.76
594978,1568559300,11890594958795.76
594979,1568559329,11890594958795.76
594980,1568559761,11890594958795.76
594981,1568560180,11890594958795.76
594982,1568561990,11890594958795.76
594983,1568562019,11890594958795.76
594984,1568562631,11890594958795.76
594985,1568563574,11890594958795.76
594986,1568563782,11890594958795.76
594987,1568564971,11890594958795.76
594988,1568565180,11890594958795.76
594989,1568565577,11890594958795.76
594990,1568565982,11890594958795.76
594991,1568566418,11890594958795.76
594992,1568566557,11890594958795.76
594993,1568566619,11890594958795.76
594994,1568566856,11890594958795.76
594995,1568567504,11890594958795.76
594996,1568567534,11890594958795.76
594997,1568567725,11890594958795.76
594998,1568568178,11890594958795.76
594999,1568568267,11890594958795.76
595000,1568568838,11890594958795.76
595001,1568570137,11890594958795.76
595002,1568570192,11890594958795.76
595003,1568570335,11890594958795.76
595004,1568570620,11890594958795.76
595005,1568572303,11890594958795.76
595006,1568572406,11890594958795.76
595007,1568573360,11890594958795.76
595008,1568574919,11890594958795.76
595009,1568575672,11890594958795.76
595010,1568576365,11890594958795.76
595011,1568576438,11890594958795.76
595012,1568576898,11890594958795.76
595013,1568577051,11890594958795.76
595014,1568577279,11890594958795.76
595015,1568577606,11890594958795.76
595016,1568577989,11890594958795.76
595017,1568578255,11890594958795.76
595018,1568579226,11890594958795.76
595019,1568579430,11890594958795.76
595020,1568579457,11890594958795.76
595021,1568579720,11890594958795.76
595022,1568580084,11890594958795.76
595023,1568580411,11890594958795.76
595024,1568580515,11890594958795.76
595025,1568581069,11890594958795.76
595026,1568581096,11890594958795.76
595027,1568581377,11890594958795.76
595028,1568581853,11890594958795.76
595029,1568581852,11890594958795.76
595030,1568583024,11890594958795.76
595031,1568583935,11890594958795.76
595032,1568584028,11890594958795.76
595033,1568584146,11890594958795.76
595034,1568584219,11890594958795.76
595035,1568584380,11890594958795.76
595036,1568585287,11890594958795.76
595037,1568585643,11890594958795.76
595038,1568585779,11890594958795.76
595039,1568586922,11890594958795.76
595040,1568587094,11890594958795.76
595041,1568587201,11890594958795.76
595042,1568587454,11890594958795.76
595043,1568587814,11890594958795.76
595044,1568588303,11890594958795.76
595045,1568589310,11890594958795.76
595046,1568589432,11890594958795.76
595047,1568592127,11890594958795.76
595048,1568592446,11890594958795.76
595049,1568592542,11890594958795.76
595050,1568592577,11890594958795.76
595051,1568592663,11890594958795.76
595052,1568594533,11890594958795.76
595053,1568594772,11890594958795.76
595054,1568595186,11890594958795.76
595055,1568595366,11890594958795.76
595056,1568595559,11890594958795.76
595057,1568595578,11890594958795.76
595058,1568595727,11890594958795.76
595059,1568595918,11890594958795.76
595060,1568595998,11890594958795.76
595061,1568596286,11890594958795.76
595062,1568596640,11890594958795.76
595063,1568596721,11890594958795.76
595064,1568596814,11890594958795.76
595065,1568596856,11890594958795.76
595066,1568597547,11890594958795.76
595067,1568597681,11890594958795.76
595068,1568598509,11890594958795.76
595069,1568598634,11890594958795.76
595070,1568598906,11890594958795.76
595071,1568599693,11890594958795.76
595072,1568599975,11890594958795.76
595073,1568600998,11890594958795.76
595074,1568601231,11890594958795.76
595075,1568603024,11890594958795.76
595076,1568603186,11890594958795.76
595077,1568603181,11890594958795.76
595078,1568603844,11890594958795.76
595079,1568604204,11890594958795.76
595080,1568604351,11890594958795.76
595081,1568605368,11890594958795.76
595082,1568607226,11890594958795.76
595083,1568607864,11890594958795.76
595084,1568608488,11890594958795.76
595085,1568609003,11890594958795.76
595086,1568609169,11890594958795.76
595087,1568609213,11890594958795.76
595088,1568610128,11890594958795.76
595089,1568610138,11890594958795.76
595090,1568610864,11890594958795.76
595091,1568611531,11890594958795.76
595092,1568613852,11890594958795.76
595093,1568614343,11890594958795.76
595094,1568614534,11890594958795.76
595095,1568614558,11890594958795.76
595096,1568614763,11890594958795.76
595097,1568614941,11890594958795.76
595098,1568615173,11890594958795.76
595099,1568615692,11890594958795.76
595100,1568615808,11890594958795.76
595101,1568616530,11890594958795.76
595102,1568617644,11890594958795.76
595103,1568618103,11890594958795.76
595104,1568618383,11890594958795.76
595105,1568619354,11890594958795.76
595106,1568619658,11890594958795.76
595107,1568620060,11890594958795.76
595108,1568620139,11890594958795.76
595109,1568620985,11890594958795.76
595110,1568621522,11890594958795.76
595111,1568622451,11890594958795.76
595112,1568622457,11890594958795.76
595113,1568625176,11890594958795.76
595114,1568626148,11890594958795.76
595115,1568626777,11890594958795.76
595116,1568627002,11890594958795.76
595117,1568627173,11890594958795.76
595118,1568627461,11890594958795.76
595119,1568627813,11890594958795.76
595120,1568628950,11890594958795.76
595121,1568629270,11890594958795.76
595122,1568630063,11890594958795.76
595123,1568630272,11890594958795.76
595124,1568630305,11890594958795.76
595125,1568631258,11890594958795.76
595126,1568631424,11890594958795.76
595127,1568631630,11890594958795.76
595128,1568632286,11890594958795.76
595129,1568632471,11890594958795.76
595130,1568633120,11890594958795.76
595131,1568633801,11890594958795.76
595132,1568634780,11890594958795.76
595133,1568635247,11890594958795.76
595134,1568636904,11890594958795.76
595135,1568638144,11890594958795.76
595136,1568638219,11890594958795.76
595137,1568638713,11890594958795.76
595138,1568639259,11890594958795.76
595139,1568639994,11890594958795.76
595140,1568640339,11890594958795.76
595141,1568642328,11890594958795.76
595142,1568642406,11890594958795.76
595143,1568642507,11890594958795.76
595144,1568643152,11890594958795.76
595145,1568643323,11890594958795.76
595146,1568643410,11890594958795.76
595147,1568643566,11890594958795.76
595148,1568644053,11890594958795.76
595149,1568644069,11890594958795.76
595150,1568644585,11890594958795.76
595151,1568644919,11890594958795.76
595152,1568645311,11890594958795.76
595153,1568646269,11890594958795.76
595154,1568646518,11890594958795.76
595155,1568646796,11890594958795.76
595156,1568646991,11890594958795.76
595157,1568647485,11890594958795.76
595158,1568647513,11890594958795.76
595159,1568647678,11890594958795.76
595160,1568647919,11890594958795.76
595161,1568648289,11890594958795.76
595162,1568650543,11890594958795.76
595163,1568650566,11890594958795.76
595164,1568650917,11890594958795.76
595165,1568651031,11890594958795.76
595166,1568652190,11890594958795.76
595167,1568652461,11890594958795.76
595168,1568652640,11890594958795.76
595169,1568653691,11890594958795.76
595170,1568653702,11890594958795.76
595171,1568653950,11890594958795.76
595172,1568654004,11890594958795.76
595173,1568654182,11890594958795.76
595174,1568654608,11890594958795.76
595175,1568655750,11890594958795.76
595176,1568657177,11890594958795.76
595177,1568657715,11890594958795.76
595178,1568658010,11890594958795.76
595179,1568658103,11890594958795.76
595180,1568658350,11890594958795.76
595181,1568659104,11890594958795.76
595182,1568659435,11890594958795.76
595183,1568660276,11890594958795.76
595184,1568660993,11890594958795.76
595185,1568661015,11890594958795.76
595186,1568661495,11890594958795.76
595187,1568661740,11890594958795.76
595188,1568663363,11890594958795.76
595189,1568664048,11890594958795.76
595190,1568665036,11890594958795.76
595191,1568665138,11890594958795.76
595192,1568666674,11890594958795.76
595193,1568667125,11890594958795.76
595194,1568667690,11890594958795.76
595195,1568667731,11890594958795.76
595196,1568669618,11890594958795.76
595197,1568670175,11890594958795.76
595198,1568671065,11890594958795.76
595199,1568671193,11890594958795.76
595200,1568671721,11890594958795.76
595201,1568672138,11890594958795.76
595202,1568673434,11890594958795.76
595203,1568674686,11890594958795.76
595204,1568674758,11890594958795.76
595205,1568674950,11890594958795.76
595206,1568675220,11890594958795.76
595207,1568676693,11890594958795.76
595208,1568677088,11890594958795.76
595209,1568677692,11890594958795.76
595210,1568679249,11890594958795.76
595211,1568679333,11890594958795.76
595212,1568679670,11890594958795.76
595213,1568680096,11890594958795.76
595214,1568680621,11890594958795.76
595215,1568681029,11890594958795.76
595216,1568681586,11890594958795.76
595217,1568681928,11890594958795.76
595218,1568682116,11890594958795.76
595219,1568682181,11890594958795.76
595220,1568682380,11890594958795.76
595221,1568683324,11890594958795.76
595222,1568683989,11890594958795.76
595223,1568684352,11890594958795.76
595224,1568685294,11890594958795.76
595225,1568687280,11890594958795.76
595226,1568688162,11890594958795.76
595227,1568688992,11890594958795.76
595228,1568689551,11890594958795.76
595229,1568689734,11890594958795.76
595230,1568689905,11890594958795.76
595231,1568689986,11890594958795.76
595232,1568690052,11890594958795.76
595233,1568690517,11890594958795.76
595234,1568690794,11890594958795.76
595235,1568691225,11890594958795.76
595236,1568691716,11890594958795.76
595237,1568692017,11890594958795.76
595238,1568692729,11890594958795.76
595239,1568695365,11890594958795.76
595240,1568695630,11890594958795.76
595241,1568695736,11890594958795.76
595242,1568695882,11890594958795.76
595243,1568696511,11890594958795.76
595244,1568697321,11890594958795.76
595245,1568697800,11890594958795.76
595246,1568698095,11890594958795.76
595247,1568698156,11890594958795.76
595248,1568698506,11890594958795.76
595249,1568698763,11890594958795.76
595250,1568700510,11890594958795.76
595251,1568700537,11890594958795.76
595252,1568700614,11890594958795.76
595253,1568700852,11890594958795.76
595254,1568702897,11890594958795.76
595255,1568703253,11890594958795.76
595256,1568703330,11890594958795.76
595257,1568703779,11890594958795.76
595258,1568705039,11890594958795.76
595259,1568705949,11890594958795.76
595260,1568706134,11890594958795.76
595261,1568706146,11890594958795.76
595262,1568707791,11890594958795.76
595263,1568709165,11890594958795.76
595264,1568709851,11890594958795.76
595265,1568709903,11890594958795.76
595266,1568709921,11890594958795.76
595267,1568710454,11890594958795.76
595268,1568711655,11890594958795.76
595269,1568711930,11890594958795.76
595270,1568712586,11890594958795.76
595271,1568712861,11890594958795.76
595272,1568713310,11890594958795.76
595273,1568713914,11890594958795.76
595274,1568714482,11890594958795.76
595275,1568714679,11890594958795.76
595276,1568715628,11890594958795.76
595277,1568716700,11890594958795.76
595278,1568717482,11890594958795.76
595279,1568718007,11890594958795.76
595280,1568718027,11890594958795.76
595281,1568719536,11890594958795.76
595282,1568720028,11890594958795.76
595283,1568720733,11890594958795.76
595284,1568721315,11890594958795.76
595285,1568721332,11890594958795.76
595286,1568722938,11890594958795.76
595287,1568722956,11890594958795.76
595288,1568723230,11890594958795.76
595289,1568723243,11890594958795.76
595290,1568723482,11890594958795.76
595291,1568723800,11890594958795.76
595292,1568723851,11890594958795.76
595293,1568726254,11890594958795.76
595294,1568726539,11890594958795.76
595295,1568727106,11890594958795.76
595296,1568727244,11890594958795.76
595297,1568728775,11890594958795.76
595298,1568729415,11890594958795.76
595299,1568729780,11890594958795.76
595300,1568729980,11890594958795.76
595301,1568730101,11890594958795.76
595302,1568730897,11890594958795.76
595303,1568732639,11890594958795.76
595304,1568733827,11890594958795.76
595305,1568734571,11890594958795.76
595306,1568735381,11890594958795.76
595307,1568735726,11890594958795.76
595308,1568735818,11890594958795.76
595309,1568736593,11890594958795.76
595310,1568737970,11890594958795.76
595311,1568738033,11890594958795.76
595312,1568738770,11890594958795.76
595313,1568739136,11890594958795.76
595314,1568739232,11890594958795.76
595315,1568739394,11890594958795.76
595316,1568739513,11890594958795.76
595317,1568739994,11890594958795.76
595318,1568740284,11890594958795.76
595319,1568740918,11890594958795.76
595320,1568741003,11890594958795.76
595321,1568742863,11890594958795.76
595322,1568743003,11890594958795.76
595323,1568743238,11890594958795.76
595324,1568744123,11890594958795.76
595325,1568745768,11890594958795.76
595326,1568746225,11890594958795.76
595327,1568747714,11890594958795.76
595328,1568748242,11890594958795.76
595329,1568748949,11890594958795.76
595330,1568749889,11890594958795.76
595331,1568750360,11890594958795.76
595332,1568751209,11890594958795.76
595333,1568751734,11890594958795.76
595334,1568751991,11890594958795.76
595335,1568752475,11890594958795.76
595336,1568753119,11890594958795.76
595337,1568753810,11890594958795.76
595338,1568755380,11890594958795.76
595339,1568755676,11890594958795.76
595340,1568756530,11890594958795.76
595341,1568756832,11890594958795.76
595342,1568757171,11890594958795.76
595343,1568757747,11890594958795.76
595344,1568757892,11890594958795.76
595345,1568757893,11890594958795.76
595346,1568758033,11890594958795.76
595347,1568759069,11890594958795.76
595348,1568759194,11890594958795.76
595349,1568759670,11890594958795.76
595350,1568760755,11890594958795.76
595351,1568760937,11890594958795.76
595352,1568761609,11890594958795.76
595353,1568762818,11890594958795.76
595354,1568763109,11890594958795.76
595355,1568763298,11890594958795.76
595356,1568763840,11890594958795.76
595357,1568764409,11890594958795.76
595358,1568766049,11890594958795.76
595359,1568766243,11890594958795.76
595360,1568767380,11890594958795.76
595361,1568767417,11890594958795.76
595362,1568767418,11890594958795.76
595363,1568768789,11890594958795.76
595364,1568769001,11890594958795.76
595365,1568769286,11890594958795.76
595366,1568769371,11890594958795.76
595367,1568769438,11890594958795.76
595368,1568769451,11890594958795.76
595369,1568770286,11890594958795.76
595370,1568770573,11890594958795.76
595371,1568770654,11890594958795.76
595372,1568771004,11890594958795.76
595373,1568771523,11890594958795.76
595374,1568772385,11890594958795.76
595375,1568772642,11890594958795.76
595376,1568773649,11890594958795.76
595377,1568773974,11890594958795.76
595378,1568774504,11890594958795.76
595379,1568774857,11890594958795.76
595380,1568775705,11890594958795.76
595381,1568775886,11890594958795.76
595382,1568775892,11890594958795.76
595383,1568777903,11890594958795.76
595384,1568778217,11890594958795.76
595385,1568778520,11890594958795.76
595386,1568781170,11890594958795.76
595387,1568781562,11890594958795.76
595388,1568782005,11890594958795.76
595389,1568782295,11890594958795.76
595390,1568782787,11890594958795.76
595391,1568783355,11890594958795.76
595392,1568784030,11890594958795.76
595393,1568784932,11890594958795.76
595394,1568785448,11890594958795.76
595395,1568785497,11890594958795.76
595396,1568785936,11890594958795.76
595397,1568785999,11890594958795.76
595398,1568786153,11890594958795.76
595399,1568786162,11890594958795.76
595400,1568786533,11890594958795.76
595401,1568787453,11890594958795.76
595402,1568787528,11890594958795.76
595403,1568787886,11890594958795.76
595404,1568787970,11890594958795.76
595405,1568789188,11890594958795.76
595406,1568789518,11890594958795.76
595407,1568790862,11890594958795.76
595408,1568791537,11890594958795.76
595409,1568792009,11890594958795.76
595410,1568792485,11890594958795.76
595411,1568792740,11890594958795.76
595412,1568793011,11890594958795.76
595413,1568793638,11890594958795.76
595414,1568794298,11890594958795.76
595415,1568794456,11890594958795.76
595416,1568794884,11890594958795.76
595417,1568795323,11890594958795.76
595418,1568795452,11890594958795.76
595419,1568795587,11890594958795.76
595420,1568796212,11890594958795.76
595421,1568796436,11890594958795.76
595422,1568797431,11890594958795.76
595423,1568797614,11890594958795.76
595424,1568797888,11890594958795.76
595425,1568798433,11890594958795.76
595426,1568798923,11890594958795.76
595427,1568799050,11890594958795.76
595428,1568799563,11890594958795.76
595429,1568800049,11890594958795.76
595430,1568800286,11890594958795.76
595431,1568800454,11890594958795.76
595432,1568801969,11890594958795.76
595433,1568802775,11890594958795.76
595434,1568804029,11890594958795.76
595435,1568804097,11890594958795.76
595436,1568804239,11890594958795.76
595437,1568804976,11890594958795.76
595438,1568805925,11890594958795.76
595439,1568806565,11890594958795.76
595440,1568808247,11890594958795.76
595441,1568809470,11890594958795.76
595442,1568809580,11890594958795.76
595443,1568810330,11890594958795.76
595444,1568811587,11890594958795.76
595445,1568812476,11890594958795.76
595446,1568813021,11890594958795.76
595447,1568813060,11890594958795.76
595448,1568813152,11890594958795.76
595449,1568813719,11890594958795.76
595450,1568813885,11890594958795.76
595451,1568814300,11890594958795.76
595452,1568815388,11890594958795.76
595453,1568815824,11890594958795.76
595454,1568816550,11890594958795.76
595455,1568816676,11890594958795.76
595456,1568817893,11890594958795.76
595457,1568818516,11890594958795.76
595458,1568818883,11890594958795.76
595459,1568818898,11890594958795.76
595460,1568819101,11890594958795.76
595461,1568819592,11890594958795.76
595462,1568820552,11890594958795.76
595463,1568820576,11890594958795.76
595464,1568820779,11890594958795.76
595465,1568821156,11890594958795.76
595466,1568821589,11890594958795.76
595467,1568821760,11890594958795.76
595468,1568822018,11890594958795.76
595469,1568822062,11890594958795.76
595470,1568822607,11890594958795.76
595471,1568824160,11890594958795.76
595472,1568824222,11890594958795.76
595473,1568824503,11890594958795.76
595474,1568825132,11890594958795.76
595475,1568825750,11890594958795.76
595476,1568825812,11890594958795.76
595477,1568825868,11890594958795.76
595478,1568826032,11890594958795.76
595479,1568826761,11890594958795.76
595480,1568827703,11890594958795.76
595481,1568827771,11890594958795.76
595482,1568828151,11890594958795.76
595483,1568828703,11890594958795.76
595484,1568828849,11890594958795.76
595485,1568829085,11890594958795.76
595486,1568829162,11890594958795.76
595487,1568829622,11890594958795.76
595488,1568830774,11890594958795.76
595489,1568830911,11890594958795.76
595490,1568831341,11890594958795.76
595491,1568831551,11890594958795.76
595492,1568831577,11890594958795.76
595493,1568831663,11890594958795.76
595494,1568832145,11890594958795.76
595495,1568832386,11890594958795.76
595496,1568833264,11890594958795.76
595497,1568833285,11890594958795.76
595498,1568833743,11890594958795.76
595499,1568834502,11890594958795.76
595500,1568835022,11890594958795.76
595501,1568835150,11890594958795.76
595502,1568835964,11890594958795.76
595503,1568836084,11890594958795.76
595504,1568836196,11890594958795.76
595505,1568836359,11890594958795.76
595506,1568837166,11890594958795.76
595507,1568838148,11890594958795.76
595508,1568839701,11890594958795.76
595509,1568840220,11890594958795.76
595510,1568840874,11890594958795.76
595511,1568841172,11890594958795.76
595512,1568841347,11890594958795.76
595513,1568841579,11890594958795.76
595514,1568841679,11890594958795.76
595515,1568842034,11890594958795.76
595516,1568842803,11890594958795.76
595517,1568843058,11890594958795.76
595518,1568843154,11890594958795.76
595519,1568843773,11890594958795.76
595520,1568844142,11890594958795.76
595521,1568844463,11890594958795.76
595522,1568844551,11890594958795.76
595523,1568844851,11890594958795.76
595524,1568845710,11890594958795.76
595525,1568846730,11890594958795.76
595526,1568847562,11890594958795.76
595527,1568848084,11890594958795.76
595528,1568848748,11890594958795.76
595529,1568848840,11890594958795.76
595530,1568849448,11890594958795.76
595531,1568849932,11890594958795.76
595532,1568851291,11890594958795.76
595533,1568851382,11890594958795.76
595534,1568851498,11890594958795.76
595535,1568852206,11890594958795.76
595536,1568852458,11890594958795.76
595537,1568853528,11890594958795.76
595538,1568853756,11890594958795.76
595539,1568854320,11890594958795.76
595540,1568855065,11890594958795.76
595541,1568855213,11890594958795.76
595542,1568855555,11890594958795.76
595543,1568856040,11890594958795.76
595544,1568856144,11890594958795.76
595545,1568857009,11890594958795.76
595546,1568858394,11890594958795.76
595547,1568858927,11890594958795.76
595548,1568859406,11890594958795.76
595549,1568860424,11890594958795.76
595550,1568862912,11890594958795.76
595551,1568862929,11890594958795.76
595552,1568863831,11890594958795.76
595553,1568863825,11890594958795.76
595554,1568864395,11890594958795.76
595555,1568865574,11890594958795.76
595556,1568866402,11890594958795.76
595557,1568866747,11890594958795.76
595558,1568866947,11890594958795.76
595559,1568867414,11890594958795.76
595560,1568867535,11890594958795.76
595561,1568868433,11890594958795.76
595562,1568869170,11890594958795.76
595563,1568869827,11890594958795.76
595564,1568870723,11890594958795.76
595565,1568871032,11890594958795.76
595566,1568873062,11890594958795.76
595567,1568873225,11890594958795.76
595568,1568874161,11890594958795.76
595569,1568874593,11890594958795.76
595570,1568875066,11890594958795.76
595571,1568875760,11890594958795.76
595572,1568876938,11890594958795.76
595573,1568877050,11890594958795.76
595574,1568878031,11890594958795.76
595575,1568878102,11890594958795.76
595576,1568880158,11890594958795.76
595577,1568880818,11890594958795.76
595578,1568881141,11890594958795.76
595579,1568881188,11890594958795.76
595580,1568881262,11890594958795.76
595581,1568881869,11890594958795.76
595582,1568881908,11890594958795.76
595583,1568881944,11890594958795.76
595584,1568882198,11890594958795.76
595585,1568883547,11890594958795.76
595586,1568884175,11890594958795.76
595587,1568884365,11890594958795.76
595588,1568884465,11890594958795.76
595589,1568884738,11890594958795.76
595590,1568885210,11890594958795.76
595591,1568885786,11890594958795.76
595592,1568886320,11890594958795.76
595593,1568886665,11890594958795.76
595594,1568886983,11890594958795.76
595595,1568887284,11890594958795.76
595596,1568887684,11890594958795.76
595597,1568888519,11890594958795.76
595598,1568890060,11890594958795.76
595599,1568890183,11890594958795.76
595600,1568891780,11890594958795.76
595601,1568892104,11890594958795.76
595602,1568892853,11890594958795.76
595603,1568893650,11890594958795.76
595604,1568894223,11890594958795.76
595605,1568894805,11890594958795.76
595606,1568895421,11890594958795.76
595607,1568896255,11890594958795.76
595608,1568897004,11890594958795.76
595609,1568897300,11890594958795.76
595610,1568898237,11890594958795.76
595611,1568898406,11890594958795.76
595612,1568900421,11890594958795.76
595613,1568900990,11890594958795.76
595614,1568901004,11890594958795.76
595615,1568901283,11890594958795.76
595616,1568902035,11890594958795.76
595617,1568902767,11890594958795.76
595618,1568902991,11890594958795.76
595619,1568903901,11890594958795.76
595620,1568904480,11890594958795.76
595621,1568906194,11890594958795.76
595622,1568906938,11890594958795.76
595623,1568907553,11890594958795.76
595624,1568907692,11890594958795.76
595625,1568907846,11890594958795.76
595626,1568908105,11890594958795.76
595627,1568909336,11890594958795.76
595628,1568909716,11890594958795.76
595629,1568909794,11890594958795.76
595630,1568909903,11890594958795.76
595631,1568911170,11890594958795.76
595632,1568911753,11890594958795.76
595633,1568912306,11890594958795.76
595634,1568912627,11890594958795.76
595635,1568913896,11890594958795.76
595636,1568914294,11890594958795.76
595637,1568914705,11890594958795.76
595638,1568915121,11890594958795.76
595639,1568915916,11890594958795.76
595640,1568916032,11890594958795.76
595641,1568916738,11890594958795.76
595642,1568916998,11890594958795.76
595643,1568917180,11890594958795.76
595644,1568917495,11890594958795.76
595645,1568918903,11890594958795.76
595646,1568919178,11890594958795.76
595647,1568919491,11890594958795.76
595648,1568919511,11890594958795.76
595649,1568919660,11890594958795.76
595650,1568920277,11890594958795.76
595651,1568922238,11890594958795.76
595652,1568922602,11890594958795.76
595653,1568924647,11890594958795.76
595654,1568925758,11890594958795.76
595655,1568925990,11890594958795.76
595656,1568926019,11890594958795.76
595657,1568926193,11890594958795.76
595658,1568926591,11890594958795.76
595659,1568926667,11890594958795.76
595660,1568927926,11890594958795.76
595661,1568927925,11890594958795.76
595662,1568928286,11890594958795.76
595663,1568928356,11890594958795.76
595664,1568929667,11890594958795.76
595665,1568929751,11890594958795.76
595666,1568930983,11890594958795.76
595667,1568931075,11890594958795.76
595668,1568931303,11890594958795.76
595669,1568931382,11890594958795.76
595670,1568931492,11890594958795.76
595671,1568932127,11890594958795.76
595672,1568934179,11890594958795.76
595673,1568935031,11890594958795.76
595674,1568935448,11890594958795.76
595675,1568935631,11890594958795.76
595676,1568935933,11890594958795.76
595677,1568936033,11890594958795.76
595678,1568936327,11890594958795.76
595679,1568937374,11890594958795.76
595680,1568937664,11890594958795.76
595681,1568937943,11890594958795.76
595682,1568937948,11890594958795.76
595683,1568939002,11890594958795.76
595684,1568939838,11890594958795.76
595685,1568940559,11890594958795.76
595686,1568940738,11890594958795.76
595687,1568940863,11890594958795.76
595688,1568940921,11890594958795.76
595689,1568941399,11890594958795.76
595690,1568941942,11890594958795.76
595691,1568944291,11890594958795.76
595692,1568946298,11890594958795.76
595693,1568946377,11890594958795.76
595694,1568947110,11890594958795.76
595695,1568947581,11890594958795.76
595696,1568948060,11890594958795.76
595697,1568948086,11890594958795.76
595698,1568948100,11890594958795.76
595699,1568948253,11890594958795.76
595700,1568949055,11890594958795.76
595701,1568949674,11890594958795.76
595702,1568950381,11890594958795.76
595703,1568950843,11890594958795.76
595704,1568951467,11890594958795.76
595705,1568952584,11890594958795.76
595706,1568952624,11890594958795.76
595707,1568952967,11890594958795.76
595708,1568953738,11890594958795.76
595709,1568953746,11890594958795.76
595710,1568954130,11890594958795.76
595711,1568954900,11890594958795.76
595712,1568955253,11890594958795.76
595713,1568955730,11890594958795.76
595714,1568955833,11890594958795.76
595715,1568955955,11890594958795.76
595716,1568956047,11890594958795.76
595717,1568956661,11890594958795.76
595718,1568957085,11890594958795.76
595719,1568957783,11890594958795.76
595720,1568958397,11890594958795.76
595721,1568960318,11890594958795.76
595722,1568961287,11890594958795.76
595723,1568963033,11890594958795.76
595724,1568963371,11890594958795.76
595725,1568963500,11890594958795.76
595726,1568963591,11890594958795.76
595727,1568963727,11890594958795.76
595728,1568964845,11890594958795.76
595729,1568965177,11890594958795.76
595730,1568965701,11890594958795.76
595731,1568966238,11890594958795.76
595732,1568966277,11890594958795.76
595733,1568966318,11890594958795.76
595734,1568966459,11890594958795.76
595735,1568967003,11890594958795.76
595736,1568967854,11890594958795.76
595737,1568968484,11890594958795.76
595738,1568968645,11890594958795.76
595739,1568968950,11890594958795.76
595740,1568969390,11890594958795.76
595741,1568969408,11890594958795.76
595742,1568969862,11890594958795.76
595743,1568969892,11890594958795.76
595744,1568970814,11890594958795.76
595745,1568970843,11890594958795.76
